Incident.year,Latitude,Longitude,Victim.injury,Species.clean,Activity.clean,State,Location,Provoked.unprovoked,Decade
1961,-32.11666667,115.65,uninjured,Wobbegong,Spearfishing,WA,carnac island,provoked,1960
1961,-34.96666667,138.5,injured,Bronze Whaler,Spearfishing,SA,"glenelg, adelaide",provoked,1960
1961,-38.38333333,142.4833333,injured,White Shark,Swimming,VIC,"lady bay beach, warrnambool",unprovoked,1960
1961,-35.28333333,138.4333333,injured,White Shark,Spearfishing,SA,aldinga beach,provoked,1960
1961,-38.46666667,145.0166667,uninjured,Dusky Shark,Spearfishing,VIC,flinders beach,provoked,1960
1961,-26.36666667,153.0833333,fatal,Bull Shark,Surfing/Boarding,QLD,"noosa heads, laguna bay",unprovoked,1960
1961,-21.06666667,149.2166667,injured,Tiger Shark,Swimming,QLD,"mackay, lamberts beach",unprovoked,1960
1961,-21.06666667,149.2166667,fatal,Tiger Shark,Swimming,QLD,"mackay, lamberts beach",unprovoked,1960
1961,-10.38333333,142.2833333,injured,Tiger Shark,Swimming,QLD,"torres strait, horn island",unprovoked,1960
1962,-28.78333333,153.5833333,injured,White Shark,Surfing/Boarding,NSW,lennox head,unprovoked,1960
1962,-33.73333333,151.3,uninjured,White Shark,Surfing/Boarding,NSW,"long reef, sydney",unprovoked,1960
1962,-28.15,153.5333333,injured,Wobbegong,Swimming,QLD,"greenmount beach, coolangatta",provoked,1960
1962,-33.73333333,151.3166667,uninjured,Whaler Shark,Spearfishing,NSW,"long reef, sydney",provoked,1960
1962,-35.4,138.3166667,fatal,White Shark,Spearfishing,SA,carrickalinga head,provoked,1960
1963,-33.78333333,151.2333333,fatal,Bull Shark,Standing in Water,NSW,"middle harbour, sydney harbour",unprovoked,1960
1963,-34.3,150.9333333,injured,Bronze Whaler,Spearfishing,NSW,"austinmer beach, wollongong",provoked,1960
1963,-33.63333333,115.0,injured,White Shark,Surfing/Boarding,WA,"yallingup, south perth",unprovoked,1960
1963,-35.28333333,138.4333333,injured,White Shark,Spearfishing,SA,aldinga beach,provoked,1960
1964,-31.95,115.85,uninjured,Whaler Shark,Spearfishing,WA,off coast of western aust,provoked,1960
1964,-34.21666667,115.0166667,injured,Wobbegong,Spearfishing,WA,hamelin bay,provoked,1960
1964,-35.53333333,138.6166667,injured,White Shark,Surfing/Boarding,SA,"paradise beach, nr victor harbour",unprovoked,1960
1964,-32.51666667,115.6833333,injured,Unknown,Swimming,WA,mandurah,provoked,1960
1964,-38.41666667,142.0,injured,White Shark,Snorkelling,VIC,lady julia percy island,provoked,1960
1965,-37.83333333,144.9333333,injured,Wobbegong,Standing in Water,VIC,port melbourne,provoked,1960
1965,-16.91666667,145.7666667,injured,Tiger Shark,Surfing/Boarding,QLD,"cairns, oak beach",unprovoked,1960
1965,-31.98333333,115.5333333,injured,Wobbegong,Spearfishing,WA,rottnest island,provoked,1960
1966,-34.28333333,150.9333333,injured,White Shark,Swimming,NSW,coledale beach near wollongong,unprovoked,1960
1966,-35.03333333,150.7166667,fatal,White Shark,Swimming,NSW,jervis bay,unprovoked,1960
1966,-31.98333333,115.5333333,uninjured,Other,Spearfishing,WA,rottnest island,provoked,1960
1966,-33.91666667,151.25,injured,Wobbegong,Spearfishing,NSW,"coogee beach, sydney",provoked,1960
1966,-23.43333333,151.9,injured,Bronze Whaler,Spearfishing,QLD,"heron island, broomfield reef",provoked,1960
1966,-41.86666667,148.3,injured,White Shark,Swimming,TAS,"bicheno, piccaninny point, ",provoked,1960
1966,-30.88333333,153.05,injured,Wobbegong,Spearfishing,NSW,"south west rocks, trial bay",provoked,1960
1967,-34.41666667,150.8833333,injured,Bronze Whaler,Spearfishing,NSW,"south coast, wollongong",provoked,1960
1967,-30.25,115.0166667,fatal,White Shark,Spearfishing,WA,jurien bay,provoked,1960
1968,-31.95,115.85,injured,Bull Shark,Swimming,WA,"swan river, belmont",unprovoked,1960
1968,-35.6,138.0833333,uninjured,Bronze Whaler,Spearfishing,SA,cape jervis,provoked,1960
1968,-35.0,136.1666667,uninjured,White Shark,Diving,SA,"thistle island, port lincoln",provoked,1960
1969,-35.0,150.8166667,injured,Bronze Whaler,Snorkelling,NSW,"currarong beach, jervis bay",provoked,1960
1969,-34.66666667,150.85,injured,Wobbegong,Spearfishing,NSW,"kiama, wollongong",provoked,1960
1969,-31.95,115.85,injured,Bull Shark,Swimming,WA,"swan river, perth",unprovoked,1960
1971,-41.15,148.35,injured,Other,Swimming,TAS,east devonport beach,unprovoked,1970
1971,-33.85,121.8833333,injured,Whaler Shark,Spearfishing,WA,esperance,provoked,1970
1971,-23.48333333,151.2,fatal,Tiger Shark,Swimming,QLD,"cape capricorn, gladstone",unprovoked,1970
1972,-38.81666667,148.0833333,injured,White Shark,Surfing/Boarding,VIC,"sandy point, wilsons promotory",unprovoked,1970
1972,-27.46666667,153.2333333,injured,Unknown,Swimming,QLD,"moreton bay, wellington point",unprovoked,1970
1972,-43.23333333,148.0,injured,White Shark,Diving,TAS,"tasman island, tasman peninsula",provoked,1970
1972,-35.35,150.4666667,injured,White Shark,Surfing/Boarding,NSW,"wairo beach, milton",unprovoked,1970
1972,-17.1,146.4,injured,Whaler Shark,Spearfishing,QLD,"mackay, steven's reef (96km off mackay)",provoked,1970
1972,-35.0,136.1666667,uninjured,White Shark,Diving,SA,"thistle island, port lincoln",provoked,1970
1973,-33.51666667,151.3166667,injured,White Shark,Surfing/Boarding,NSW,"umina beach, central coast",unprovoked,1970
1973,-18.51666667,146.35,injured,Tiger Shark,Swimming,QLD,"havana island, nr lucinda",unprovoked,1970
1973,-27.41666667,153.5333333,injured,White Shark,Surfing/Boarding,QLD,"stradbroke island, point lookout",unprovoked,1970
1973,-17.68333333,139.3666667,injured,Bull Shark,Swimming,QLD,"gin arm creek, north qld",unprovoked,1970
1974,-32.76666667,134.2,fatal,White Shark,Diving,SA,streaky bay,provoked,1970
1974,-27.73333333,153.6833333,fatal,Tiger Shark,Swimming,QLD,"south stradbroke island, jumpinpin ",unprovoked,1970
1974,-33.63333333,115.35,injured,Wobbegong,Diving,WA,geographe bay,unprovoked,1970
1975,-34.68333333,135.35,fatal,White Shark,Surfing/Boarding,SA,"port lincoln, almonta beach",unprovoked,1970
1975,-38.93333333,146.2333333,injured,White Shark,Surfing/Boarding,VIC,"cotters lake beach, wilsons promontory",unprovoked,1970
1975,-32.08333333,132.9666667,fatal,White Shark,Snorkelling,SA,"cactus beach, point sinclair, penong",provoked,1970
1975,-38.4,144.1833333,injured,Wobbegong,Snorkelling,VIC,"soapys point, anglesea",provoked,1970
1975,-16.55,139.4,injured,Tiger Shark,Swimming,QLD,mornington island,unprovoked,1970
1975,-26.65,153.0833333,injured,White Shark,Surfing/Boarding,QLD,"maroochydore, alexandra head",unprovoked,1970
1975,-43.35,147.35,fatal,White Shark,Diving,TAS,"bruny island, fluted cape",provoked,1970
1975,-33.78333333,151.2833333,injured,Wobbegong,Spearfishing,NSW,"queenscliff beach, sydney",provoked,1970
1976,-32.98333333,137.7833333,injured,White Shark,Spearfishing,SA,point lowly,provoked,1970
1977,-28.23333333,153.5666667,injured,Tiger Shark,Surfing/Boarding,NSW,kingscliffe beach,unprovoked,1970
1977,-27.25,153.25,fatal,Tiger Shark,Swimming,QLD,moreton bay,unprovoked,1970
1977,-27.25,153.25,fatal,Tiger Shark,Swimming,QLD,moreton bay,unprovoked,1970
1977,-28.08333333,153.45,injured,Bull Shark,Swimming,QLD,"burleigh heads, tallebudgera creek",unprovoked,1970
1977,-26.68333333,153.1333333,fatal,Tiger Shark,Snorkelling,QLD,"caloundra, buddina beach",unprovoked,1970
1977,-32.08333333,132.9666667,injured,White Shark,Surfing/Boarding,SA,cactus beach,unprovoked,1970
1978,-31.76666667,115.7166667,uninjured,White Shark,Surfing/Boarding,WA,"mullaloo beach, perth",unprovoked,1970
1978,-43.16666667,147.9833333,uninjured,White Shark,Diving,TAS,munro bight,provoked,1970
1978,-26.8,153.1166667,injured,Bull Shark,Swimming,QLD,"bribie island, pumicestone passage",unprovoked,1970
1979,-26.66666667,153.1166667,uninjured,Bronze Whaler,Swimming,QLD,mooloolaba,provoked,1970
1979,-28.63333333,153.6166667,injured,Whaler Shark,Swimming,NSW,"byron bay, the pass",unprovoked,1970
1980,-32.43333333,152.5166667,injured,Wobbegong,Diving,NSW,seal rocks,provoked,1980
1980,-38.41666667,145.05,injured,Bronze Whaler,Spearfishing,VIC,"shoreham beach, port phillip bay",provoked,1980
1980,-27.41666667,153.5333333,injured,Whaler Shark,Surfing/Boarding,QLD,"stradbroke island, point lookout",unprovoked,1980
1980,-32.08333333,132.9666667,uninjured,White Shark,Surfing/Boarding,SA,cactus beach,unprovoked,1980
1980,-16.91666667,145.7666667,injured,Grey Reef,Diving,QLD,marian reef,provoked,1980
1980,-31.0,115.3,injured,White Shark,Swimming,WA,lancelin,unprovoked,1980
1981,-28.63333333,153.6166667,uninjured,Tiger Shark,Surfing/Boarding,NSW,byron bay,unprovoked,1980
1981,-32.0,115.5166667,injured,Wobbegong,Swimming,WA,"rottnest island, parker point",unprovoked,1980
1981,-32.01666667,115.7333333,injured,Wobbegong,Standing in Water,WA,"leighton beach, perth",unprovoked,1980
1981,-16.75,145.9666667,injured,Tiger Shark,Swimming,QLD,green island,unprovoked,1980
1982,-43.51666667,146.9,uninjured,White Shark,Diving,TAS,"recherche bay, the strip",provoked,1980
1982,-43.56666667,146.8833333,fatal,White Shark,Spearfishing,TAS,south cape bay,provoked,1980
1982,-28.63333333,153.6166667,fatal,White Shark,Surfing/Boarding,NSW,"byron bay, tallow beach",unprovoked,1980
1983,-18.9,147.7333333,uninjured,Tiger Shark,Swimming,QLD,"broadhurst reef, townsville",unprovoked,1980
1983,-18.68333333,147.1,fatal,Tiger Shark,Swimming,QLD,"townsville, lodestone reef",unprovoked,1980
1983,-18.68333333,147.1,fatal,Tiger Shark,Swimming,QLD,"townsville, lodestone reef",unprovoked,1980
1983,-28.16666667,153.5333333,injured,Tiger Shark,Swimming,QLD,coolangatta beach,unprovoked,1980
1983,-35.31666667,136.1,injured,White Shark,Diving,SA,south neptune island,provoked,1980
1984,-21.13333333,149.1833333,injured,Tiger Shark,Swimming,QLD,"mackay, derwent island",unprovoked,1980
1984,-23.13333333,113.7666667,injured,Whaler Shark,Standing in Water,WA,coral bay,unprovoked,1980
1984,-31.83333333,115.75,injured,Wobbegong,Standing in Water,WA,waterman reef,unprovoked,1980
1984,-43.23333333,147.7833333,uninjured,White Shark,Diving,TAS,cape raoul,provoked,1980
1984,-14.11666667,129.5333333,injured,Tiger Shark,Standing in Water,NT,port keats,unprovoked,1980
1984,-28.68333333,153.6166667,uninjured,White Shark,Surfing/Boarding,NSW,"byron bay, suffolk park  beach",unprovoked,1980
1984,-43.13333333,148.0,uninjured,White Shark,Diving,TAS,"the lanterns, fortescue bay",provoked,1980
1984,-21.05,149.1833333,fatal,Tiger Shark,Swimming,QLD,"mackay, blacks beach",unprovoked,1980
1985,-38.33333333,144.3,uninjured,White Shark,Surfing/Boarding,VIC,jan juc beach,unprovoked,1980
1985,-31.85,115.75,injured,Wobbegong,Diving,WA,watermans beach,provoked,1980
1985,-34.46666667,136.0166667,fatal,White Shark,Snorkelling,SA,"wiseman's beach, port lincoln",unprovoked,1980
1985,-13.91666667,146.6166667,injured,Whitetip Reef,Diving,QLD,osprey reef,provoked,1980
1985,-29.91666667,153.3833333,injured,Wobbegong,Diving,NSW,north solitary island,provoked,1980
1986,-10.66666667,142.1833333,fatal,Tiger Shark,Spearfishing,QLD,"torres strait, prince of wales island",provoked,1980
1986,-12.36666667,130.8333333,injured,Wobbegong,Swimming,NT,"nightcliff beach, darwin",provoked,1980
1986,-33.81666667,151.3,injured,Wobbegong,Diving,NSW,"north head, sydney ",unprovoked,1980
1986,-33.81666667,151.3,injured,Wobbegong,Diving,NSW,"north head, sydney ",unprovoked,1980
1986,-12.15,96.81666667,uninjured,Tiger Shark,Surfing/Boarding,WA,"cocos (keeling) islands, direction island",unprovoked,1980
1987,-14.66666667,145.45,injured,Tiger Shark,Swimming,QLD,lizard island,unprovoked,1980
1987,-13.91666667,146.6166667,injured,Whitetip Reef,Diving,QLD,"osprey reef, north horn",provoked,1980
1987,-32.16666667,152.5166667,injured,Wobbegong,Diving,NSW,"forster, pebbly beach",provoked,1980
1987,-38.46666667,144.8833333,fatal,White Shark,Surfing/Boarding,VIC,mornington peninsula,unprovoked,1980
1987,-33.88333333,121.8166667,injured,White Shark,Surfing/Boarding,WA,between twilight & fourth beach,unprovoked,1980
1987,-32.16666667,115.65,injured,Wobbegong,Swimming,WA,"garden island, two people bay",unprovoked,1980
1987,-34.91666667,138.5833333,fatal,White Shark,Diving,SA,"merino rocks, adelaide",unprovoked,1980
1987,-14.16666667,132.1833333,injured,Bull Shark,Swimming,NT,edith falls,unprovoked,1980
1987,-14.66666667,145.45,uninjured,Hammerhead,Diving,QLD,"the cod hole, near lizard island",provoked,1980
1988,-33.26666667,151.5666667,injured,White Shark,Swimming,NSW,norah head,unprovoked,1980
1988,-34.91666667,138.5833333,injured,White Shark,Surfing/Boarding,SA,moana beach south of adelaide,unprovoked,1980
1988,-23.9,152.3833333,uninjured,Tiger Shark,Spearfishing,QLD,lady musgrave island,provoked,1980
1988,-38.5,145.2666667,injured,White Shark,Surfing/Boarding,VIC,"surfies point, phillip island",unprovoked,1980
1988,-23.11666667,150.7333333,fatal,Tiger Shark,Swimming,QLD,yeppoon,unprovoked,1980
1988,-23.11666667,150.7333333,fatal,Tiger Shark,Swimming,QLD,yeppoon,unprovoked,1980
1989,-33.86666667,151.2,injured,Wobbegong,Diving,NSW,"south head, sydney ",provoked,1980
1989,-38.5,145.2666667,uninjured,White Shark,Surfing/Boarding,VIC,"surfies beach, phillip island",unprovoked,1980
1989,-32.0,115.5166667,injured,Wobbegong,Snorkelling,WA,"rottnest island, parker point",unprovoked,1980
1989,-28.88333333,153.55,injured,White Shark,Surfing/Boarding,NSW,"ballina south, half tide beach",unprovoked,1980
1989,-17.96666667,122.2333333,uninjured,Tiger Shark,Snorkelling,WA,"broome, roebuck bay",provoked,1980
1989,-10.11666667,142.1333333,injured,Whaler Shark,Spearfishing,QLD,"torres strait, badu island harbour",provoked,1980
1989,-35.63333333,138.4833333,fatal,White Shark,Surfing/Boarding,SA,"waitpinga beach, encounter bay",unprovoked,1980
1989,-28.78333333,153.5833333,uninjured,White Shark,Surfing/Boarding,NSW,lennox head,unprovoked,1980
1989,-41.43333333,148.2666667,uninjured,White Shark,Surfing/Boarding,TAS,"shelly point, scamander",unprovoked,1980
1989,-14.16666667,132.1833333,injured,Bull Shark,Swimming,NT,edith falls,unprovoked,1980
1989,-38.53333333,145.4666667,injured,White Shark,Surfing/Boarding,VIC,kilcunda,unprovoked,1980
1989,-28.03333333,153.4,injured,Bull Shark,Swimming,QLD,"mermaid waters, gold coast (canal)",unprovoked,1980
1989,-16.38333333,122.9166667,injured,Wobbegong,Diving,WA,capes area,unprovoked,1980
1989,-12.28333333,136.8166667,injured,Tiger Shark,Swimming,NT,"gove peninsula, cape wirrawoi",provoked,1980
1990,-28.15,153.5333333,uninjured,Tiger Shark,Surfing/Boarding,QLD,"greenmount point, coolangatta",unprovoked,1990
1990,-28.18333333,153.55,uninjured,White Shark,Surfing/Boarding,NSW,"tweed heads, fingal",unprovoked,1990
1990,-19.16666667,148.3833333,fatal,Tiger Shark,Snorkelling,QLD,"dingo reef, off townsville",provoked,1990
1990,-16.21666667,145.8833333,injured,Hammerhead,Snorkelling,QLD,"opal reef, port douglas",provoked,1990
1990,-16.21666667,145.8833333,injured,Hammerhead,Snorkelling,QLD,"opal reef, port douglas",provoked,1990
1990,-25.9,153.0833333,injured,Wobbegong,Standing in Water,QLD,rainbow beach. near gympie,unprovoked,1990
1990,-28.03333333,153.4,injured,Bull Shark,Swimming,QLD,"mermaid waters, gold coast (canal)",unprovoked,1990
1990,-35.51666667,138.7666667,injured,White Shark,Surfing/Boarding,SA,"goolwa beach, adelaide",unprovoked,1990
1990,-28.0,153.4166667,injured,Bull Shark,Swimming,QLD,surfers paradise (canals),unprovoked,1990
1991,-23.83333333,151.25,injured,Unknown,Surfing/Boarding,QLD,gladstone harbour,unprovoked,1990
1991,-38.26666667,144.65,uninjured,Bronze Whaler,Spearfishing,VIC,"queenscliff beach, melbourne",provoked,1990
1991,-33.51666667,151.3666667,uninjured,Dusky Shark,Snorkelling,NSW,"putty beach, central coast",unprovoked,1990
1991,-28.03333333,153.4,injured,Bull Shark,Swimming,QLD,"mermaid waters, gold coast (canal)",unprovoked,1990
1991,-34.56666667,150.8666667,injured,Grey Nurse,Diving,NSW,"bass point, wollongong",provoked,1990
1991,-35.28333333,138.4333333,fatal,White Shark,Diving,SA,aldinga beach,unprovoked,1990
1991,-32.51666667,115.7,injured,White Shark,Surfing/Boarding,WA,"backbeach, halls head",unprovoked,1990
1992,-28.16666667,153.5333333,injured,White Shark,Surfing/Boarding,QLD,"duranbah, north of tweed heads",unprovoked,1990
1992,-24.86666667,152.35,uninjured,Tiger Shark,Surfing/Boarding,QLD,"nielson park, bundaberg",unprovoked,1990
1992,-27.98333333,153.3333333,uninjured,Bull Shark,,QLD,"evandale channal,chevron is",provoked,1990
1992,-38.28333333,144.6,injured,White Shark,Surfing/Boarding,VIC,"port phillip bay, point lonsdale, west melbourne",unprovoked,1990
1992,-34.25,135.1666667,injured,White Shark,Surfing/Boarding,SA,"lipson cove, tumby bay",unprovoked,1990
1992,-27.08333333,153.4,fatal,White Shark,Surfing/Boarding,QLD,"moreton island, brisbane",unprovoked,1990
1993,-20.05,148.8833333,injured,Whitetip Reef,Spearfishing,QLD,"line reef, 50k off hayman island",provoked,1990
1993,-40.93333333,146.9833333,uninjured,White Shark,Spearfishing,TAS,"tenth island, georgetown",provoked,1990
1993,-34.21666667,138.0166667,injured,White Shark,Spearfishing,SA,point clinton,provoked,1990
1993,-40.93333333,146.9833333,fatal,White Shark,Diving,TAS,"tenth island, georgetown",unprovoked,1990
1993,-28.63333333,153.6166667,fatal,White Shark,Diving,NSW,"byron bay, julian rocks",unprovoked,1990
1993,-17.96666667,122.2333333,fatal,Tiger Shark,Diving,WA,"broome, roebuck bay",provoked,1990
1993,-23.36666667,150.5,uninjured,Whaler Shark,Surfing/Boarding,QLD,"rockhampton, farnborough beach",unprovoked,1990
1994,-27.53333333,153.8333333,injured,Bull Shark,Swimming,QLD,"brisbane river, karana downs reach ",unprovoked,1990
1994,-27.98333333,153.4166667,injured,Bull Shark,Swimming,QLD,"buds beach, gold coast canal",unprovoked,1990
1994,-37.31666667,139.8333333,injured,Wobbegong,Fishing,SA,"stinky bay, nora creina",provoked,1990
1994,-27.93333333,153.4166667,injured,Whaler Shark,Swimming,QLD,"broadbeach, surfers paradise",unprovoked,1990
1994,-38.46666667,144.8833333,injured,Wobbegong,Diving,VIC,mornington peninsula (pier),provoked,1990
1995,-38.51666667,145.0833333,uninjured,Other,Diving,VIC,"seal rocks, phillip island",provoked,1990
1995,-35.53333333,138.6666667,injured,Wobbegong,Surfing/Boarding,SA,"boomer beach, port elliot",unprovoked,1990
1995,-32.08333333,132.9666667,injured,White Shark,Surfing/Boarding,SA,cactus beach,unprovoked,1990
1995,-33.85,151.2333333,uninjured,Bull Shark,Surfing/Boarding,NSW,"clark island, sydney harbour",unprovoked,1990
1995,-37.05,149.9,injured,Wobbegong,Diving,NSW,eden,unprovoked,1990
1995,-24.83333333,113.1333333,uninjured,Tiger Shark,Diving,WA,"bernier island, shark bay",unprovoked,1990
1995,-33.88333333,120.6833333,fatal,White Shark,Diving,WA,"hopetoun, starvation bay",unprovoked,1990
1995,-25.0,152.8333333,injured,Tiger Shark,Standing in Water,QLD,"hervey bay, pialba",unprovoked,1990
1995,-29.53333333,153.3333333,injured,Bull Shark,,NSW,"brooms head, lake arragan",provoked,1990
1995,-23.16666667,150.95,injured,Tiger Shark,Swimming,QLD,"fishermans beach, great keppel",unprovoked,1990
1995,-33.55,151.2666667,injured,Bull Shark,Swimming,NSW,"little patonga beach, hawkesbury river",unprovoked,1990
1996,-27.85,153.4,injured,Bull Shark,Standing in Water,QLD,"coomera river mouth, gold coast",unprovoked,1990
1996,-35.05,117.6833333,injured,Wobbegong,Spearfishing,WA,"mutton bird island, albany",provoked,1990
1996,-33.86666667,151.2,injured,Bull Shark,Swimming,NSW,"parramatta river, sydney",unprovoked,1990
1996,-31.51666667,159.05,injured,Galapagos Shark,Standing in Water,NSW,"lord howe island, ned's beach",provoked,1990
1996,-23.43333333,151.9,injured,Whaler Shark,Swimming,QLD,"heron island, barrier reef",unprovoked,1990
1996,-33.66666667,151.3,injured,Wobbegong,Swimming,NSW,"mona vale beach, sydney",unprovoked,1990
1996,-33.66666667,151.3,injured,Wobbegong,Swimming,NSW,"mona vale beach, sydney",unprovoked,1990
1996,-38.41666667,145.0666667,uninjured,White Shark,Surfing/Boarding,VIC,suicide point at point leo,unprovoked,1990
1996,-32.0,115.5166667,injured,Wobbegong,Standing in Water,WA,"rottnest island, parker point",unprovoked,1990
1996,-38.41666667,144.1833333,injured,Wobbegong,Surfing/Boarding,VIC,anglesea beach,unprovoked,1990
1996,-26.5,153.0,injured,Wobbegong,Surfing/Boarding,QLD,"sunshine coast, coolumn beach",unprovoked,1990
1997,-20.25,148.9666667,injured,Tiger Shark,Snorkelling,QLD,"whitehaven beach, whitsunday island",unprovoked,1990
1997,-28.15,153.5333333,injured,Bull Shark,Surfing/Boarding,QLD,"rainbow bay, coolangatta",unprovoked,1990
1997,-38.51666667,145.0833333,uninjured,White Shark,Boating,VIC,"seal rocks, phillip island",unprovoked,1990
1997,-20.26666667,148.9,injured,Grey Reef,Diving,QLD,"ravens cove, whitsundays",unprovoked,1990
1997,-27.98333333,153.3333333,injured,Bull Shark,Swimming,QLD,"nerang river, 14km upstream",unprovoked,1990
1997,-33.86666667,151.2,uninjured,Bull Shark,Boating,NSW,"parramatta river, sydney",unprovoked,1990
1997,-26.65,153.1,injured,Tiger Shark,Surfing/Boarding,QLD,"maroochydore, pincushion",unprovoked,1990
1997,-31.98333333,115.75,injured,White Shark,Surfing/Boarding,WA,"cottesloe beach, perth",unprovoked,1990
1997,-38.28333333,144.45,uninjured,White Shark,Surfing/Boarding,VIC,surf coast - 13th beach,unprovoked,1990
1997,-35.13333333,117.95,injured,White Shark,Diving,WA,albany,unprovoked,1990
1997,-33.98333333,114.9833333,injured,Wobbegong,Standing in Water,WA,gnarabup beach,unprovoked,1990
1997,-29.1,153.4333333,injured,Wobbegong,Swimming,NSW,"evans head, shark bay",unprovoked,1990
1997,-20.11666667,148.9166667,injured,Bull Shark,Swimming,QLD,"luncheon bay, hook island",unprovoked,1990
1998,-34.21666667,115.0166667,injured,Wobbegong,Diving,WA,hamelin bay,provoked,1990
1998,-18.66666667,146.5,uninjured,Tiger Shark,Snorkelling,QLD,"orpheus island, juno bay",unprovoked,1990
1998,-35.5,138.7,injured,Wobbegong,Surfing/Boarding,SA,"middleton beach, adelaide",unprovoked,1990
1998,-35.31666667,136.1,fatal,White Shark,Snorkelling,SA,south neptune island,unprovoked,1990
1998,-35.03333333,150.7166667,injured,Wobbegong,Diving,NSW,jervis bay,unprovoked,1990
1998,-26.5,153.0,injured,Wobbegong,Diving,QLD,sunshine coast,provoked,1990
1998,-35.5,138.7,injured,Wobbegong,Surfing/Boarding,SA,"middleton beach, adelaide",unprovoked,1990
1998,-33.95,151.15,injured,Whaler Shark,Spearfishing,NSW,"botany bay, sydney",provoked,1990
1999,-30.56666667,152.9833333,injured,White Shark,Surfing/Boarding,NSW,"nambucca heads, scott's head beach ",unprovoked,1990
1999,-34.88333333,137.45,fatal,White Shark,Surfing/Boarding,SA,flaherty's beach hardwicke bay,unprovoked,1990
1999,-27.38333333,153.4333333,injured,Wobbegong,Diving,QLD,"stradbroke island, amity point",provoked,1990
1999,-32.21666667,152.6,uninjured,Bronze Whaler,Diving,NSW,"forster, the pinnacle",unprovoked,1990
1999,-31.88333333,115.75,uninjured,White Shark,Diving,WA,"scarborough beach, perth",provoked,1990
2000,-34.03333333,151.15,uninjured,White Shark,Surfing/Boarding,NSW,"wanda beach, sydney",unprovoked,2000
2000,-32.08333333,132.9833333,injured,White Shark,Surfing/Boarding,SA,"cactus beach, point sinclair, ceduna",unprovoked,2000
2000,-31.81666667,115.7333333,injured,Wobbegong,Swimming,WA,sorrento beach,unprovoked,2000
2000,-27.96666667,153.4166667,injured,White Shark,Swimming,QLD,"main beach, gold coast",unprovoked,2000
2000,-31.95,115.0666667,injured,White Shark,Surfing/Boarding,WA,margaret river  nr perth,unprovoked,2000
2000,-33.48333333,151.4166667,uninjured,White Shark,Surfing/Boarding,NSW,"mcmasters beach, central coast",unprovoked,2000
2000,-33.86666667,151.2,injured,Bull Shark,Swimming,NSW,"athol bay, taronga wharf, sydney harbour",unprovoked,2000
2000,-33.86666667,151.2,uninjured,Bull Shark,Boating,NSW,"parramatta river, sydney",unprovoked,2000
2000,-33.93333333,151.25,uninjured,Whaler Shark,Surfing/Boarding,NSW,"maroubra beach, sydney",unprovoked,2000
2000,-31.98333333,115.75,injured,Wobbegong,Standing in Water,WA,"cottesloe beach, perth",provoked,2000
2000,-33.61666667,134.8166667,fatal,White Shark,Surfing/Boarding,SA,"blackfellows point, near elliston",unprovoked,2000
2000,-32.08333333,132.9666667,fatal,White Shark,Surfing/Boarding,SA,cactus beach,unprovoked,2000
2000,-18.66666667,146.5,uninjured,Tiger Shark,Diving,QLD,"orpheus island, juno bay",provoked,2000
2000,-31.98333333,115.75,injured,White Shark,Swimming,WA,"cottesloe beach, perth",unprovoked,2000
2000,-34.63333333,150.3833333,uninjured,White Shark,Swimming,NSW,"kiama, jones beach",unprovoked,2000
2000,-33.18333333,134.65,uninjured,White Shark,Diving,SA,venus bay,provoked,2000
2000,-31.98333333,115.75,fatal,White Shark,Swimming,WA,"cottesloe beach, perth",unprovoked,2000
2000,-23.43333333,151.9,injured,Whaler Shark,Spearfishing,QLD,"heron island, sykes reef",provoked,2000
2000,-19.25,146.8166667,injured,Wobbegong,Diving,QLD,"townsville, flinders cay off townsville",unprovoked,2000
2001,-26.38333333,153.0833333,uninjured,Tiger Shark,Surfing/Boarding,QLD,"noosa heads, main beach",unprovoked,2000
2001,-30.88333333,153.05,uninjured,White Shark,Boating,NSW,south west rocks,unprovoked,2000
2001,-29.6,153.3333333,injured,Tiger Shark,Surfing/Boarding,NSW,brooms head ,unprovoked,2000
2001,-33.96666667,114.9833333,injured,Wobbegong,Snorkelling,WA,"margaret river, prevelly beach",unprovoked,2000
2001,-30.63333333,153.0166667,injured,Wobbegong,Surfing/Boarding,NSW,"nambucca river, entrance",unprovoked,2000
2001,-33.9,151.2666667,injured,Wobbegong,Snorkelling,NSW,"bronte beach, sydney",provoked,2000
2001,-33.23333333,151.5333333,injured,White Shark,Surfing/Boarding,NSW,"lakes beach, budgewoi",unprovoked,2000
2001,-27.28333333,153.4166667,uninjured,Tiger Shark,Boating,QLD,"moreton bay, sovereign beach",unprovoked,2000
2001,-16.91666667,149.25,injured,Other,Snorkelling,QLD,"pinnacles, coral sea, gbr",provoked,2000
2001,-28.81666667,153.5333333,injured,White Shark,Surfing/Boarding,NSW,"ballina, flat rock",unprovoked,2000
2001,-29.43333333,153.35,injured,Wobbegong,Swimming,NSW,"yamba, main beach",unprovoked,2000
2001,-33.63333333,115.0,uninjured,White Shark,Surfing/Boarding,WA,"yallingup, honeycombs",unprovoked,2000
2001,-34.25,115.0166667,uninjured,White Shark,Spearfishing,WA,canal rocks,provoked,2000
2002,-33.3,115.6833333,injured,Other,Swimming,WA,river mouth off collie river,unprovoked,2000
